Input,Models,Arguments,Output,flag,username,timestamp
"{""path"":""flagged/Input/a584e590343cb74d1c5d/dobromir.jpg"",""url"":""http://localhost:5000/file=/tmp/gradio/c0cb96e5991c6a7d5f975dbc9be91906edeb9063/dobromir.jpg"",""size"":85372,""orig_name"":""dobromir.jpg"",""mime_type"":""""}",u2net_human_seg,,"{""path"":""flagged/Output/c81fcc4831a28518b228/output.png"",""url"":null,""size"":null,""orig_name"":""output.png"",""mime_type"":null}",,,2024-01-25 19:06:08.771978
